Incident_Num,Shooting_Date,District,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim,Date
I172054624,2017-07-06,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172054477,2017-07-06,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172054982,2017-07-07,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172055874,2017-07-10,C11,Non-Fatal,Male,White,Hispanic or Latinx,f,
I172055848,2017-07-10,B3,Non-Fatal,Male,White,Hispanic or Latinx,f,
I172056146,2017-07-11,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172056326,2017-07-12,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172057407,2017-07-15,D4,Fatal,Male,White,Hispanic or Latinx,f,
I172057488,2017-07-16,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172057678,2017-07-16,C11,Fatal,Male,White,Not Hispanic or Latinx,f,
I172056811,2017-07-13,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172058042,2017-07-17,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I172057934,2017-07-17,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172057934,2017-07-17,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172059929,2017-07-24,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172058490,2017-07-19,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172058253,2017-07-18,B2,Fatal,Male,White,Not Hispanic or Latinx,f,
I172061068,2017-07-27,D4,Non-Fatal,Male,White,Hispanic or Latinx,f,
I172062010,2017-07-30,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172061771,2017-07-29,B2,Non-Fatal,Male,Asian,Not Hispanic or Latinx,f,
I172061724,2017-07-29,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I172062015,2017-07-30,E18,Non-Fatal,Male,Unknown,Unknown,f,
I172062994,2017-08-02,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172064337,2017-08-06,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172064657,2017-08-07,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172065378,2017-08-09,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172065378,2017-08-09,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172066626,2017-08-13,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172066626,2017-08-13,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172066494,2017-08-13,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172066370,2017-08-12,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172065913,2017-08-11,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172067867,2017-08-17,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172068204,2017-08-18,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I172068552,2017-08-19,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172068555,2017-08-19,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I172068602,2017-08-20,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172068602,2017-08-20,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I172068628,2017-08-20,A1,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172068628,2017-08-20,A1,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172068857,2017-08-20,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172072578,2017-09-01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172073486,2017-09-05,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172074007,2017-09-06,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172075277,2017-09-10,C11,Fatal,Female,White,Not Hispanic or Latinx,f,
I172075240,2017-09-10,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172075218,2017-09-10,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172075218,2017-09-10,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172074561,2017-09-08,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172075842,2017-09-12,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172075882,2017-09-12,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172076568,2017-09-15,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I172076580,2017-09-15,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172077221,2017-09-16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172076865,2017-09-15,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172077463,2017-09-17,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172077711,2017-09-18,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172079527,2017-09-24,C6,Fatal,Male,Black or African American,Hispanic or Latinx,f,
I172079426,2017-09-23,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172079451,2017-09-23,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172079368,2017-09-23,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172078541,2017-09-21,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172081437,2017-09-29,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172081419,2017-09-29,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172081490,2017-09-30,B2,Non-Fatal,Female,White,Hispanic or Latinx,t,
I172081490,2017-09-30,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,t,
I172081720,2017-09-30,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172081919,2017-10-01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172081989,2017-10-01,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172082312,2017-10-03,D4,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I172084330,2017-10-09,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172083822,2017-10-07,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172025670,2017-04-02,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172085057,2017-10-12,E18,Non-Fatal,Female,White,Not Hispanic or Latinx,f,
I172085715,2017-10-14,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172086572,2017-10-17,C6,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172087162,2017-10-18,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172087117,2017-10-18,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172087538,2017-10-20,C11,Fatal,Male,White,Hispanic or Latinx,f,
I172088148,2017-10-22,A7,Non-Fatal,Male,White,Hispanic or Latinx,f,
I172090526,2017-10-29,C6,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172089911,2017-10-27,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I172089929,2017-10-27,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,t,
I172089929,2017-10-27,B2,Non-Fatal,Male,White,Hispanic or Latinx,t,
I172089961,2017-10-27,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I172089976,2017-10-27,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172090013,2017-10-28,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172090013,2017-10-28,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172090013,2017-10-28,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172090493,2017-10-29,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172091222,2017-10-31,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172093007,2017-11-06,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172092857,2017-11-06,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172093656,2017-11-09,B2,Non-Fatal,Male,Asian,Not Hispanic or Latinx,f,
I172093639,2017-11-08,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172093639,2017-11-09,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172096494,2017-11-19,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172096406,2017-11-18,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172096197,2017-11-18,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172098079,2017-11-25,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172098008,2017-11-25,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172097866,2017-11-24,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172098716,2017-11-27,C6,Fatal,Male,White,Hispanic or Latinx,t,
I172098716,2017-11-27,C6,Non-Fatal,Male,White,Hispanic or Latinx,t,
I172099946,2017-12-01,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172099808,2017-12-01,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172100477,2017-12-03,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
172100800,2017-12-04,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172101534,2017-12-07,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172101621,2017-12-07,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172101691,2017-12-07,B3,Non-Fatal,Male,White,Hispanic or Latinx,f,
I172101369,2017-12-06,B2,Fatal,Male,White,Hispanic or Latinx,t,
I172101369,2017-12-06,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172101369,2017-12-06,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172102399,2017-12-10,A7,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172102399,2017-12-10,A7,Non-Fatal,Male,White,Hispanic or Latinx,t,
I172102009,2017-12-09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172104058,2017-12-16,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I172104020,2017-12-16,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172104064,2017-12-16,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172103321,2017-12-14,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172104845,2017-12-19,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172105110,2017-12-20,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172105110,2017-12-20,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172106125,2017-12-24,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172106158,2017-12-25,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172106098,2017-12-24,B2,Non-Fatal,Male,White,Hispanic or Latinx,t,
I172106098,2017-12-24,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172105931,2017-12-23,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172105897,2017-12-23,E18,Non-Fatal,Male,White,Hispanic or Latinx,f,
I172107017,2017-12-28,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172107017,2017-12-28,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172107017,2017-12-28,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I172107441,2017-12-30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182000200,2018-01-01,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182002293,2018-01-09,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182002786,2018-01-11,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182002801,2018-01-11,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182002867,2018-01-11,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182002801,2018-01-11,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182002867,2018-01-11,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
I182003512,2018-01-13,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182003512,2018-01-13,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182003609,2018-01-14,D4,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182003714,2018-01-14,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182005329,2018-01-20,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182005519,2018-01-21,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182004802,2018-01-18,B3,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182006824,2018-01-26,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182007254,2018-01-28,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I182007236,2018-01-28,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182008316,2018-01-31,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182008982,2018-02-03,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182008982,2018-02-03,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182009897,2018-02-06,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182011422,2018-02-12,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182011931,2018-02-14,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182013270,2018-02-19,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182012830,2018-02-17,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182012830,2018-02-17,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182013918,2018-02-22,C6,Fatal,Male,White,Hispanic or Latinx,f,
I182014711,2018-02-28,E13,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182014658,2018-02-24,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f,
I1820193138,2018-03-14,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I1820193138,2018-03-14,B2,Non-Fatal,Male,White,Hispanic or Latinx,t,
I182022142,2018-03-25,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182022093,2018-03-24,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182022623,2018-03-26,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182022956,2018-03-28,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I182023744,2018-03-30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182023617,2018-03-30,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182023966,2018-03-31,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182024317,2018-04-02,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182024815,2018-04-03,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182025114,2018-04-04,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182025532,2018-04-05,C6,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182025516,2018-04-05,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182025962,2018-04-07,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182026805,2018-04-10,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
I182026805,2018-04-10,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,t,
I182028394,2018-04-16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182031717,2018-04-28,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182031562,2018-04-27,D4,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182031968,2018-04-29,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I182033040,2018-05-02,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182033779,2018-05-04,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182033779,2018-05-04,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182033510,2018-05-04,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182033842,2018-05-05,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182033812,2018-05-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182035240,2018-05-09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182036836,2018-05-15,B3,Fatal,Male,Unknown,Unknown,f,
I182036730,2018-05-14,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182038022,2018-05-19,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182037657,2018-05-17,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182037657,2018-05-17,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182038763,2018-05-21,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I182042418,2018-06-01,A7,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I172105745,2017-12-23,C11,Fatal,Male,White,Not Hispanic or Latinx,f,
I182043486,2018-06-05,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I182043561,2018-06-05,C11,Fatal,Male,White,Hispanic or Latinx,f,
I182045071,2018-06-10,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182044554,2018-06-09,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I182044546,2018-06-09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182044546,2018-06-09,B2,Non-Fatal,Male,White,Hispanic or Latinx,t,
I182044546,2018-06-09,B2,Non-Fatal,Male,White,Hispanic or Latinx,t,
I182044546,2018-06-09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
P180288014,2018-06-09,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182044559,2018-06-08,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182044393,2018-06-08,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182045765,2018-06-12,E18,Non-Fatal,Male,Unknown,Unknown,f,
I182049008,2018-06-23,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182049671,2018-06-25,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182050499,2018-06-27,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182050499,2018-06-27,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182050499,2018-06-27,C11,Non-Fatal,Male,Unknown,Unknown,t,
I182051210,2018-06-30,D14,Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I182051210,2018-06-30,D14,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182051482,2018-06-30,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182051203,2018-06-30,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182051203,2018-06-30,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182052372,2018-07-04,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182052365,2018-07-03,B2,Fatal,Male,White,Hispanic or Latinx,f,
I182052602,2018-07-04,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182052553,2018-07-04,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182052553,2018-07-04,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182052553,2018-07-04,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182052553,2018-07-04,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182053289,2018-07-06,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182053414,2018-07-07,B2,Fatal,Male,White,Hispanic or Latinx,f,
I182053533,2018-07-07,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182054207,2018-07-10,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182054067,2018-07-09,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182053955,2018-07-09,D4,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I182055198,2018-07-13,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I182056227,2018-07-17,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I182057654,2018-07-22,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182057654,2018-07-22,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182058179,2018-07-23,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182058835,2018-07-25,B3,Fatal,Male,White,Hispanic or Latinx,t,
I182058835,2018-07-25,B3,Non-Fatal,Male,White,Hispanic or Latinx,t,
I182060366,2018-07-31,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I182060309,2018-07-30,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182061280,2018-08-02,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182061887,2018-08-04,D14,Non-Fatal,Female,White,Hispanic or Latinx,f,
I182061662,2018-08-04,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182062147,2018-08-05,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182060953,2018-08-01,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182062810,2018-08-08,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182064056,2018-08-11,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182064331,2018-08-12,D14,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182064319,2018-08-12,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182064057,2018-08-11,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I182063831,2018-08-11,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182064699,2018-08-14,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182064699,2018-08-14,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182064699,2018-08-14,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182066420,2018-08-19,A15,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182067317,2018-08-22,B2,Fatal,Male,White,Hispanic or Latinx,f,
I182068876,2018-08-27,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182069509,2018-08-29,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182070186,2018-09-01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182070974,2018-09-03,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182070957,2018-09-03,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182070806,2018-09-03,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182070720,2018-09-03,C11,Non-Fatal,Female,White,Hispanic or Latinx,t,
I182070720,2018-09-03,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,t,
I182071566,2018-09-05,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I182074555,2018-09-15,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182074555,2018-09-15,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182074638,2018-09-16,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182074372,2018-09-15,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182074372 ,2018-09-15,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182075690,2018-09-19,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I182076074,2018-09-20,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182076789,2018-09-22,E13,Fatal,Male,White,Hispanic or Latinx,f,
I182077113,2018-09-24,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182076987,2018-09-23,D4,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I182078893,2018-09-28,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182078872,2018-09-29,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182056227,2018-09-27,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182077958,2018-09-26,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182077846,2018-09-26,E13,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182079821,2018-10-03,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182079788,2018-10-03,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182079783,2018-10-03,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I182080411,2018-10-05,C6,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182080608,2018-10-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182080649,2018-10-05,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182080649,2018-10-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182080674,2018-10-05,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182080967,2018-10-06,C11,Fatal,Male,Black or African American,Hispanic or Latinx,f,
I182080989,2018-10-07,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182081058,2018-10-07,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182082103,2018-10-10,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182082113,2018-10-11,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182082677,2018-10-12,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182083100,2018-10-14,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182082967,2018-10-13,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182082735,2018-10-13,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182083479,2018-10-15,C11,Fatal,Female,Black or African American,Hispanic or Latinx,f,
